Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ,SLK 300,TWO-SEATER,2.0,4.0,A9,Z,9.6,7.3,8.5,33.0,199.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,22.0,16.1,19.3,15.0,322.0
NISSAN,SENTRA,MID-SIZE,1.8,4.0,M6,X,8.9,6.8,8.0,35.0,187.0
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,313.0
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6.0,AS6,X,16.1,12.4,14.4,20.0,339.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,M6,X,8.6,5.8,7.4,38.0,172.0
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4.0,M6,Z,10.8,7.7,9.4,30.0,220.0
AUDI,R8 SPYDER,TWO-SEATER,5.2,10.0,M6,Z,21.1,13.8,17.8,16.0,409.0
FORD,MUSTANG,SUBCOMPACT,2.3,4.0,M6,X,11.2,7.8,9.8,29.0,230.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,13.7,9.9,12.0,24.0,276.0
TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,4.7,4.9,4.8,59.0,110.0
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4.0,A9,E,15.9,11.0,13.7,21.0,226.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4.0,AV6,X,5.3,5.0,5.1,55.0,121.0
BMW,230I XDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.9,7.5,9.4,30.0,219.0
JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5.0,8.0,AS8,Z,15.6,10.4,13.3,21.0,311.0
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8.0,A4,X,18.3,14.2,16.5,17.0,380.0
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,E,30.0,20.4,25.7,11.0,411.0
AUDI,A8L,FULL-SIZE,4.0,8.0,AS8,Z,15.4,10.4,13.2,21.0,308.0
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,M6,D,7.7,4.5,6.3,45.0,169.0
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,304.0
DODGE,CHALLENGER,MID-SIZE,6.4,8.0,M6,Z,16.8,10.4,13.9,20.0,320.0
LEXUS,NX 200T AWD,SUV - SMALL,2.0,4.0,AS6,Z,10.6,8.4,9.6,29.0,225.0
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,9.1,6.7,8.0,35.0,187.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.3,11.7,14.8,19.0,243.0
LEXUS,GS 450H,MID-SIZE,3.5,6.0,AV8,Z,8.1,6.9,7.6,37.0,177.0
BMW,M550I XDRIVE,MID-SIZE,4.4,8.0,AS8,Z,13.3,9.2,11.5,25.0,269.0
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8.0,A4,E,23.9,18.5,21.5,13.0,344.0
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AS8,Z,11.0,7.8,9.6,29.0,221.0
KIA,FORTE KOUP,COMPACT,1.6,4.0,AS6,X,10.6,7.8,9.4,30.0,216.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,13.9,10.5,12.4,23.0,285.0
VOLVO,S60 T6,COMPACT,2.0,4.0,AS8,Z,10.1,7.3,8.9,32.0,205.0
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,E,20.6,13.6,17.5,16.0,280.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.1,25.0,258.0
CADILLAC,CTS SPORT WAGON,STATION WAGON - SMALL,3.6,6.0,AS6,X,13.3,8.9,11.3,25.0,260.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,16.8,11.3,14.4,20.0,337.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6.0,AS8,Z,11.5,8.2,10.0,28.0,235.0
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4.0,AS6,X,9.7,6.9,8.4,34.0,197.0
AUDI,S3,SUBCOMPACT,2.0,4.0,AM6,Z,11.0,8.5,9.9,29.0,232.0
ROLLS-ROYCE,DAWN,COMPACT,6.6,12.0,AS8,Z,20.0,12.6,16.7,17.0,390.0
MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,X,10.8,8.3,9.7,29.0,226.0
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.2,8.3,9.9,29.0,228.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,X,15.7,9.6,12.9,22.0,302.0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,22.0,14.9,18.8,15.0,432.0
FORD,FUSION AWD,MID-SIZE,2.0,4.0,AS6,X,10.8,7.5,9.3,30.0,220.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,AV7,Z,9.4,7.8,8.7,32.0,205.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4.0,AV7,X,8.3,6.9,7.7,37.0,180.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,15.9,11.3,13.8,20.0,317.0
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,M5,X,10.6,8.7,9.8,29.0,230.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.3,11.6,14.2,20.0,327.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6.0,AV6,X,8.0,8.6,8.3,34.0,191.0
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.9,9.3,10.7,26.0,250.0
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12.0,A8,Z,16.7,10.9,14.1,20.0,331.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,AS8,Z,12.1,8.5,10.5,27.0,246.0
BMW,330I XDRIVE GRAN TURISMO,FULL-SIZE,2.0,4.0,AS8,Z,10.2,7.2,8.9,32.0,208.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4.0,AS6,X,10.6,8.1,9.4,30.0,220.0
BMW,Z4 SDRIVE28I,TWO-SEATER,2.0,4.0,A8,Z,10.8,7.1,9.1,31.0,209.0
PORSCHE,MACAN,SUV - SMALL,2.0,4.0,A7,Z,11.6,9.3,10.6,27.0,248.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AS6,X,9.8,7.4,8.7,32.0,205.0
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4.0,AS7,Z,9.8,7.1,8.6,33.0,198.0
CHEVROLET,CAMARO,COMPACT,3.6,6.0,AS6,X,13.2,8.7,11.2,25.0,258.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,X,11.0,7.5,9.4,30.0,221.0
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8.0,AS6,Z,15.6,10.9,13.5,21.0,310.0
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12.0,AS8,Z,18.8,12.2,15.9,18.0,370.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,E,12.3,8.9,10.8,26.0,179.0
BUICK,VERANO,COMPACT,2.0,4.0,M6,Z,11.6,7.6,9.8,29.0,225.0
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.9,8.5,10.4,27.0,239.0
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4.0,AM7,Z,8.9,6.6,7.9,36.0,184.0
BMW,230I COUPE,SUBCOMPACT,2.0,4.0,M6,Z,11.1,7.3,9.4,30.0,219.0
AUDI,A3,SUBCOMPACT,1.8,4.0,AM6,X,10.0,7.1,8.7,32.0,204.0
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,A6,X,9.7,7.4,8.7,32.0,202.0
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4.0,AS6,X,11.7,9.5,10.7,26.0,246.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,3.0,6.0,A10,D,10.5,9.1,9.9,29.0,265.0
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6.0,AS6,X,16.1,12.7,14.6,19.0,342.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8.0,AS7,Z,17.8,12.3,15.3,18.0,360.0
GMC,YUKON XL,SUV - STANDARD,5.3,8.0,A6,E,21.5,14.6,18.4,15.0,294.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.2,5.9,7.1,40.0,163.0
NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,Z,14.5,10.7,12.8,22.0,300.0
FORD,EDGE AWD,SUV - SMALL,2.7,6.0,AS6,X,13.6,9.8,11.9,24.0,278.0
BMW,M3,COMPACT,3.0,6.0,AM7,Z,13.5,9.9,11.9,24.0,280.0
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3.0,M6,Z,10.5,7.4,9.1,31.0,214.0
HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4.0,AM6,X,6.0,5.3,5.7,50.0,135.0
JEEP,RENEGADE 4X4 TRAILHAWK,SUV - SMALL,1.3,4.0,A9,X,10.8,8.7,9.9,29.0,230.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,AS8,X,12.3,8.2,10.4,27.0,246.0
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6.0,A9,Z,17.4,11.1,14.6,19.0,353.0
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,12.4,8.8,10.8,26.0,253.0
RAM,1500 HFE ETORQUE,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,11.6,9.0,10.4,27.0,245.0
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,AS6,Z,8.6,6.5,7.7,37.0,177.0
LEXUS UX 250h AWD,AMG C 43 4MATIC,COMPACT,2.0,4.0,AV6,X,5.7,6.2,6.0,47.0,40.0
BMW,435I XDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,12.1,8.1,10.3,27.0,237.0
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8.0,AS7,Z,19.0,16.6,17.9,16.0,401.0
HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,M6,X,9.8,7.0,8.5,33.0,198.0
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,10.6,27.0,248.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,M6,Z,11.1,8.1,9.8,29.0,227.0
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4.0,AS6,X,12.0,9.1,10.7,26.0,253.0
BMW,X5 M,SUV - STANDARD,4.4,8.0,AS8,Z,16.6,12.1,14.6,19.0,336.0
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,10.0,7.3,8.8,32.0,205.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,8.4,6.6,7.6,37.0,178.0
BMW,440I XDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,11.1,7.5,9.5,30.0,223.0
JAGUAR,XK COUPE,MINICOMPACT,5.0,8.0,AS6,Z,14.8,9.9,12.6,22.0,290.0
TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS8,X,8.1,5.7,6.9,41.0,164.0
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,10.9,8.3,9.7,29.0,227.0
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4.0,AM6,Z,10.4,7.6,9.1,31.0,209.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,M5,X,10.2,8.3,9.3,30.0,219.0
JAGUAR,XE P300 AWD,COMPACT,2.0,4.0,AS8,Z,10.7,7.7,9.4,30.0,220.0
TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS6,X,9.5,6.6,8.2,34.0,189.0
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6.0,M7,Z,12.6,8.8,10.9,26.0,251.0
FORD,ESCAPE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.5,8.7,10.2,28.0,239.0
BMW,M760I XDRIVE,FULL-SIZE,6.6,12.0,AS8,Z,17.7,11.9,15.1,19.0,355.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4.0,AV6,X,10.5,8.6,9.6,29.0,223.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6.0,AM7,Z,8.4,8.2,8.4,34.0,196.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,AS6,Z,12.0,8.8,10.6,27.0,248.0
BMW,M4 COUPE,COMPACT,3.0,6.0,AM7,Z,14.1,10.3,12.4,23.0,290.0
RAM,1500 CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,E,20.7,14.7,18.0,16.0,300.0
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8.0,AS7,Z,20.0,15.9,18.2,16.0,419.0
BMW,435I GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,11.4,7.4,9.6,29.0,221.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.0,5.9,7.0,40.0,165.0
AUDI,Q5 HYBRID,SUV - SMALL,3.0,4.0,AS8,Z,39.9,8.3,9.2,31.0,212.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.5,10.6,12.7,22.0,299.0
JEEP,COMPASS,SUV - SMALL,2.0,4.0,AV,X,10.7,8.8,9.9,29.0,228.0
GMC,ACADIA AWD,SUV - STANDARD,2.0,4.0,A9,X,11.3,8.7,10.1,28.0,232.0
BMW,M5,MID-SIZE,4.4,8.0,AM7,Z,17.3,11.5,14.7,19.0,338.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,M6,X,9.9,7.8,9.0,31.0,208.0
SRT,VIPER COUPE,TWO-SEATER,8.4,10.0,M6,Z,20.0,13.0,16.9,17.0,389.0
BMW,340I XDRIVE,COMPACT,3.0,6.0,AS8,Z,10.9,7.3,9.3,30.0,216.0
BMW,650I XDRIVE CABRIOLET,SUBCOMPACT,4.4,8.0,A8,Z,15.0,9.8,12.7,22.0,292.0
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4.0,A6,X,11.4,9.3,10.5,27.0,242.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,17.9,12.8,15.6,18.0,359.0
AUDI,RS 5,SUBCOMPACT,2.9,6.0,AM8,Z,12.9,8.9,11.1,25.0,260.0
MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6.0,AS8,Z,15.0,10.0,12.6,22.0,295.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,13.8,10.1,12.2,23.0,285.0
BMW,650I XDRIVE COUPE,COMPACT,4.4,8.0,A8,Z,14.4,9.6,12.2,23.0,281.0
NISSAN,KICKS,MID-SIZE,1.6,4.0,AV,X,7.7,6.6,7.2,39.0,169.0
BMW,M5 SEDAN,MID-SIZE,4.4,8.0,AS8,Z,16.0,11.0,13.8,20.0,322.0
INFINITI,Q70,MID-SIZE,5.6,8.0,AS7,Z,14.5,9.5,12.3,23.0,283.0
MERCEDES-BENZ,AMG E 63 S 4MATIC+ WAGON,STATION WAGON - MID-SIZE,4.0,8.0,A9,Z,14.6,10.4,12.7,22.0,299.0
LEXUS,RC 200T,SUBCOMPACT,2.0,4.0,AS8,Z,10.6,7.4,9.0,31.0,214.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,18.1,13.9,16.2,17.0,378.0
BUICK,ENCORE AWD,SUV - SMALL,1.4,4.0,AS6,X,9.9,8.1,9.1,31.0,214.0
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,SUBCOMPACT,6.0,12.0,AS8,Z,20.0,12.2,16.5,17.0,380.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0
FORD,ESCAPE,SUV - SMALL,2.0,4.0,AS6,X,10.6,8.0,9.5,30.0,222.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,AV6,X,9.2,7.4,8.4,34.0,196.0
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6.0,M7,Z,13.0,9.2,11.3,25.0,265.0
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,20.0,12.6,16.7,17.0,390.0
LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6.0,AS8,Z,14.1,10.1,12.3,23.0,283.0
TOYOTA,HIGHLANDER HYBRID AWD LIMITED/PLATINUM,SUV - STANDARD,2.5,4.0,AV,X,6.6,6.8,6.7,42.0,156.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6.0,A9,X,11.6,8.6,10.3,27.0,241.0
VOLKSWAGEN,PASSAT TDI (MODIFIED),MID-SIZE,2.0,4.0,M6,D,7.8,5.3,6.7,42.0,182.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,M5,X,9.0,6.8,8.0,35.0,184.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,M6,X,9.7,7.0,8.5,33.0,198.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4.0,M6,X,10.9,8.3,9.7,29.0,228.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,E,19.4,13.3,16.7,17.0,274.0
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,12.1,8.8,10.6,27.0,283.0
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,207.0
AUDI,Q7,SUV - STANDARD,3.0,6.0,AS8,Z,13.8,11.4,12.7,22.0,296.0
FIAT,500L,STATION WAGON - SMALL,1.4,4.0,M6,X,9.3,7.1,8.3,34.0,191.0
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6.0,AS10,X,12.9,8.7,11.0,26.0,259.0
LEXUS,IS 350 C,SUBCOMPACT,3.5,6.0,AS6,Z,12.1,8.7,10.6,27.0,244.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,11.9,10.3,11.1,25.0,261.0
VOLVO,S80 T5,MID-SIZE,2.0,4.0,AS8,X,9.8,6.6,8.4,34.0,193.0
AUDI,Q5 HYBRID,SUV - SMALL,2.0,4.0,AS8,Z,9.8,7.9,8.9,32.0,205.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,9.0,7.0,8.1,35.0,189.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.9,7.9,9.0,31.0,207.0
AUDI,A4,COMPACT,2.0,4.0,AV8,Z,9.9,7.6,8.9,32.0,205.0
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,Z,14.2,10.2,12.4,23.0,285.0
KIA,RIO,COMPACT,1.6,4.0,AS6,X,8.5,6.4,7.5,38.0,177.0
MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6.0,AS7,Z,12.6,8.6,10.8,26.0,248.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,AS6,X,9.2,6.4,8.0,35.0,186.0
FORD,FOCUS ST,MID-SIZE,2.0,4.0,M6,X,10.5,7.8,9.3,30.0,219.0
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4.0,A9,X,11.2,8.1,9.8,29.0,231.0
VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4.0,AS6,X,9.1,6.9,8.1,35.0,189.0
HYUNDAI,VELOSTER,COMPACT,2.0,4.0,M6,X,9.4,7.1,8.4,34.0,198.0
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,Z,15.2,10.2,12.9,22.0,303.0
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8.0,AS6,Z,14.9,8.5,12.0,24.0,276.0
HYUNDAI,TUCSON,SUV - SMALL,2.4,4.0,A6,X,11.3,8.3,10.0,28.0,230.0
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3.0,M6,Z,9.5,6.6,8.2,34.0,194.0
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,A6,Z,10.0,7.8,9.0,31.0,207.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.7,10.7,12.9,22.0,303.0
BMW,428I GRAN COUPE,COMPACT,2.0,4.0,AS8,Z,10.4,7.1,8.9,32.0,205.0
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4.0,A6,Z,10.4,57.6,9.1,31.0,809.0
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8.0,A6,X,16.0,11.1,13.8,20.0,317.0
MERCEDES-BENZ,S 560 4MATIC COUPE,COMPACT,4.0,8.0,A9,Z,13.6,8.8,11.4,25.0,269.0
LINCOLN,MKC AWD (START/STOP),SUV - SMALL,2.0,4.0,AS6,X,12.1,9.3,10.8,26.0,254.0
MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,X,9.4,7.4,8.5,33.0,199.0
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8.0,A8,Z,13.0,9.8,11.5,25.0,271.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4.0,AV,X,4.9,4.8,4.9,58.0,113.0
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,Z,13.5,10.6,12.2,23.0,285.0
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6.0,AM7,Z,10.9,7.7,9.5,30.0,218.0
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8.0,A5,X,16.1,10.0,13.4,21.0,308.0
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.6,7.0,8.4,34.0,193.0
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8.0,A8,Z,18.3,12.6,15.7,18.0,368.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,16.6,13.0,15.0,19.0,350.0
AUDI,RS 5 CABRIOLET,SUBCOMPACT,4.2,8.0,A7,Z,15.2,11.3,13.4,21.0,308.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6.0,AS6,X,11.4,7.4,9.6,29.0,225.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,E,17.2,11.6,14.6,19.0,245.0
KIA,RIO,COMPACT,1.6,4.0,M6,X,8.3,6.4,7.5,38.0,175.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,M5,X,9.4,6.7,8.2,34.0,189.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,4.7,8.0,A7,Z,17.2,12.8,15.2,19.0,357.0
MASERATI,GHIBLI S,MID-SIZE,3.0,6.0,AS8,Z,14.1,9.8,12.2,23.0,286.0
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,M6,X,15.5,9.4,12.7,22.0,298.0
LEXUS,NX 300H AWD,SUV - SMALL,2.5,4.0,AV6,X,7.1,7.7,7.4,38.0,172.0
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,8.9,32.0,211.0
DODGE,DART,MID-SIZE,2.0,4.0,M6,X,9.4,6.5,8.1,35.0,189.0
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,M6,X,9.6,7.1,8.5,33.0,198.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259.0
AUDI,R8 QUATTRO,TWO-SEATER,5.2,10.0,AM7,Z,17.1,11.3,14.5,19.0,338.0
LAND ROVER,RANGE ROVER SVAUTOBIOGRAPHY LWB,SUV - STANDARD,5.0,8.0,AS8,Z,17.9,12.7,15.5,18.0,365.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,13.4,10.0,11.8,24.0,278.0
JAGUAR,XF 25T AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.2,8.8,32.0,207.0
BMW,328I SEDAN,COMPACT,2.0,4.0,AS8,Z,10.0,6.5,8.4,34.0,193.0
AUDI,S4,COMPACT,3.0,6.0,AM7,Z,13.0,8.5,11.0,26.0,253.0
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4.0,M6,X,8.3,6.4,7.4,38.0,173.0
CADILLAC,XT4,SUV - SMALL,2.0,4.0,AS9,Z,9.8,7.8,8.9,32.0,209.0
BMW,440I XDRIVE COUPE,COMPACT,3.0,6.0,AS8,Z,11.4,8.3,10.0,28.0,233.0
AUDI,Q3,COMPACT,2.0,4.0,AS6,Z,11.6,8.3,10.1,28.0,236.0
DODGE,CHARGER,FULL-SIZE,3.6,6.0,A8,X,12.4,7.8,10.3,27.0,242.0
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.6,15.2,19.0,358.0
FORD,EDGE,SUV - SMALL,2.0,4.0,A6,X,11.3,7.9,9.8,29.0,225.0
HYUNDAI,SONATA,FULL-SIZE,2.0,4.0,AS6,X,10.4,7.4,9.1,31.0,214.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,E,19.8,13.9,17.2,16.0,285.0
BMW,M760LI XDRIVE,FULL-SIZE,6.6,12.0,AS8,Z,17.7,11.9,15.1,19.0,355.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,E,26.7,20.5,23.9,12.0,382.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4.0,M6,X,7.8,6.0,6.8,42.0,164.0
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,13.5,10.3,12.1,23.0,282.0
ROLLS-ROYCE,CULLINAN,STATION WAGON - MID-SIZE,6.7,12.0,AS8,Z,20.0,11.8,16.3,17.0,382.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4.0,AS6,X,10.1,7.0,8.7,32.0,204.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,E,19.8,13.9,17.2,16.0,285.0
AUDI,S7,MID-SIZE,4.0,8.0,AM7,Z,14.0,8.7,11.7,24.0,269.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,M5,X,8.0,6.5,7.3,39.0,171.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,10.2,8.3,9.2,31.0,221.0
